# GTOC13 Solution File
# Created: 2025-11-07 20:52:02
# Units: epoch(s), position(km), velocity(km/s)
#
# Propagated Arc: Body 0 (heliocentric) from t=66.624837 years to t=98.160445 years
#    body_id   flag                epoch (s)              x (km)              y (km)              z (km)           vx (km/s)           vy (km/s)           vz (km/s)                  cx                  cy                  cz
           0      1   2.1025199676776893e+09  -2.99195741382e+10   1.44059544600e+08  -5.35867099582e+09   9.17768808185e+00   3.02249120153e-20   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.1121017854793291e+09  -2.98316283753e+10   1.44059511692e+08  -5.35866977173e+09   9.17911458728e+00  -6.87859394327e-06   2.55867266262e-04   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.1343985796518984e+09  -2.96269262734e+10   1.44059177912e+08  -5.35865735590e+09   9.18246528866e+00  -2.31152949004e-05   8.59833763110e-04   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.1687606932326717e+09  -2.93113074453e+10   1.44057944860e+08  -5.35861148934e+09   9.18771639005e+00  -4.87857993152e-05   1.81471521738e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.2142953836736054e+09  -2.88927861105e+10   1.44054925799e+08  -5.35849918747e+09   9.19484294685e+00  -8.40643364662e-05   3.12699254227e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.2698228281769481e+09  -2.83819726031e+10   1.44049017185e+08  -5.35827940115e+09   9.20380356838e+00  -1.29141582013e-04   4.80375841674e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.3339047500962238e+09  -2.77918336897e+10   1.44038996168e+08  -5.35790664325e+09   9.21453274051e+00  -1.84172106460e-04   6.85076249453e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.4048814058112183e+09  -2.71373802681e+10   1.44023642876e+08  -5.35733553744e+09   9.22693138891e+00  -2.49202597328e-04   9.26974143985e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.4809145114500694e+09  -2.64353030240e+10   1.44001884569e+08  -5.35652618041e+09   9.24085570653e+00  -3.24076906461e-04   1.20548869142e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.5600348352998953e+09  -2.57035655745e+10   1.43972955725e+08  -5.35545009648e+09   9.25610481035e+00  -4.08316988745e-04   1.51884167811e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.6401931929728394e+09  -2.49609639614e+10   1.43936563685e+08  -5.35409639950e+09   9.27240833325e+00  -5.00983336953e-04   1.86353836156e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.7193135168226652e+09  -2.42266614417e+10   1.43893043751e+08  -5.35247756193e+09   9.28941574028e+00  -6.00525996017e-04   2.23381327910e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.7953466224615164e+09  -2.35197076313e+10   1.43843481153e+08  -5.35063395162e+09   9.30668990976e+00  -7.04647750654e-04   2.62112133853e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.8663232781765108e+09  -2.28585512674e+10   1.43789771778e+08  -5.34863609117e+09   9.32370814221e+00  -8.10213216403e-04   3.01379965848e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.9304052000957866e+09  -2.22605563794e+10   1.43734591684e+08  -5.34658352346e+09   9.33987393055e+00  -9.13247624780e-04   3.39706304951e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.9859326445991287e+09  -2.17415327425e+10   1.43681250460e+08  -5.34459935732e+09   9.35454214699e+00  -1.00907088157e-03   3.75350267891e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   3.0314673350400629e+09  -2.13152933182e+10   1.43633418668e+08  -5.34282012889e+09   9.36705844971e+00  -1.09259873157e-03   4.06420633162e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   3.0658294486208363e+09  -2.09932546138e+10   1.43594745202e+08  -5.34138156833e+09   9.37681065299e+00  -1.15880893284e-03   4.31049246708e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   3.0881262427934055e+09  -2.07841098286e+10   1.43568413596e+08  -5.34040209548e+09   9.38328576664e+00  -1.20331765437e-03   4.47605428096e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   3.0977080605950451e+09  -2.06941874055e+10   1.43556790320e+08  -5.33996973735e+09   9.38610491879e+00  -1.22283275495e-03   4.54864579427e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
# Flyby of Body 10 (PlanetX) at t=98.160445 years, v_inf=9.446706 km/s
#    body_id   flag                epoch (s)              x (km)              y (km)              z (km)           vx (km/s)           vy (km/s)           vz (km/s)             v_inf_x             v_inf_y             v_inf_z
          10      1   3.0977080605950451e+09  -2.06941874055e+10   1.43556790320e+08  -5.33996973735e+09   9.38610491879e+00  -1.22283275495e-03   4.54864579427e-02   9.21151097329e+00   1.63826211985e+00   1.30553254108e+00
          10      1   3.0977080605950451e+09  -2.06941874055e+10   1.43556790320e+08  -5.33996973735e+09   8.20701498254e+00  -7.00273882013e-01   3.62241525361e+00   8.03242103704e+00   9.39211070596e-01   4.88246133674e+00
# Propagated Arc: Body 0 (heliocentric) from t=98.160445 years to t=141.326327 years
#    body_id   flag                epoch (s)              x (km)              y (km)              z (km)           vx (km/s)           vy (km/s)           vz (km/s)                  cx                  cy                  cz
           0      1   3.0977080605950451e+09  -2.06941874055e+10   1.43556790320e+08  -5.33996973735e+09   8.20701498254e+00  -7.00273882013e-01   3.62241525361e+00   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   3.1108236350853043e+09  -2.05865221893e+10   1.34372122644e+08  -5.29245310838e+09   8.21091068984e+00  -7.00300108303e-01   3.62341864230e+00   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
