# GTOC13 Solution File
# Created: 2025-11-12 08:58:54
# Units: epoch(s), position(km), velocity(km/s)
# Approximate Objective J: 1.082670
#
# Propagated Arc: Body 0 (heliocentric) from t=6.090584 years to t=32.460395 years
# control: N/A
#    body_id   flag                epoch (s)              x (km)              y (km)              z (km)           vx (km/s)           vy (km/s)           vz (km/s)                  cx                  cy                  cz
           0      1   1.9220420093126923e+08  -2.99195741382e+10  -1.01380225288e+08  -9.04010911956e+06   3.54821342363e+01   7.74915205048e-32  -1.28076490557e-32   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.0021643669443667e+08  -2.96394426613e+10  -1.00295680048e+08  -8.94339985218e+06   3.53922550797e+01   2.36328722137e-02   2.10735124149e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.1886082916481662e+08  -2.89635150352e+10  -1.04027914684e+08  -9.27620448218e+06   3.57140983139e+01  -5.90068537295e-02  -5.26166118697e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.4759414063341716e+08  -2.79711300798e+10  -9.69113207225e+07  -8.64161538168e+06   3.50929251013e+01   1.03300849800e-01   9.21137185968e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.8566986726152903e+08  -2.65779949322e+10  -1.07752465204e+08  -9.60832391698e+06   3.60963627956e+01  -1.54856766919e-01  -1.38086304986e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   3.3210145111097789e+08  -2.49855738807e+10  -9.31549205198e+07  -8.30665589986e+06   3.46855423658e+01   2.13193411043e-01   1.90105288674e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   3.8568621730077773e+08  -2.30130566786e+10  -1.11236165327e+08  -9.91896664011e+06   3.65922214746e+01  -2.77122429374e-01  -2.47111011436e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   4.4503630212209260e+08  -2.09853577841e+10  -9.01451011791e+07  -8.03826928705e+06   3.41965455931e+01   3.47394011930e-01   3.09772420257e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   5.0861454800358313e+08  -1.86354111961e+10  -1.13494598761e+08  -1.01203519164e+07   3.71961788327e+01  -4.22355540160e-01  -3.76615869565e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   5.7477429988641322e+08  -1.63770693227e+10  -8.86660205629e+07  -7.90637916617e+06   3.36389197858e+01   5.04625170144e-01   4.49975978025e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
