# GTOC13 Solution File
# Created: 2025-11-12 22:46:57
# Units: epoch(s), position(km), velocity(km/s)
# Approximate Objective J: 15.278326
#
# Propagated Arc: Body 0 (heliocentric) from t=-0.000000 years to t=89.833690 years
# control: N/A
#    body_id   flag                epoch (s)              x (km)              y (km)              z (km)           vx (km/s)           vy (km/s)           vz (km/s)                  cx                  cy                  cz
           0      1  -3.0979073053244977e-01  -2.99195741382e+10   5.41864533792e+09   1.30942688102e+09   9.75965241193e+00   1.73629014590e-30   4.80916379061e-30   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.7295178451816414e+07  -2.96531272864e+10   5.41863525932e+09   1.30942444550e+09   9.76372362723e+00  -7.40729121217e-04  -1.78998727982e-04   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   9.0810786382379964e+07  -2.90326708904e+10   5.41853167430e+09   1.30939941397e+09   9.77347198579e+00  -2.54077444273e-03  -6.13983412169e-04   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   1.8869618268508968e+08  -2.80752246816e+10   5.41813825984e+09   1.30930434455e+09   9.78929206832e+00  -5.54420192630e-03  -1.33976789093e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   3.1840826249807101e+08  -2.68039903926e+10   5.41713613636e+09   1.30906217933e+09   9.81189677132e+00  -1.00085297752e-02  -2.41858197203e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   4.7658613179909098e+08  -2.52496025844e+10   5.41506552285e+09   1.30856181128e+09   9.84234138316e+00  -1.63507703598e-02  -3.95119755941e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   6.5913265380399287e+08  -2.34493683764e+10   5.41130103296e+09   1.30765211450e+09   9.88213121795e+00  -2.52060198064e-02  -6.09108694881e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   8.6131981137134862e+08  -2.14462928366e+10   5.40500706888e+09   1.30613116503e+09   9.93333652358e+00  -3.75677751158e-02  -9.07833075039e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   1.0779109899113390e+09  -1.92879543357e+10   5.39507860373e+09   1.30373193084e+09   9.99880676974e+00  -5.49679931480e-02  -1.32831295158e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   1.3032965511758921e+09  -1.70252925774e+10   5.38004350329e+09   1.30009866764e+09   1.00823763658e+01  -7.98555094920e-02  -1.92972494425e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   1.5316391002844176e+09  -1.47113630983e+10   5.35793274258e+09   1.29475555647e+09   1.01891722654e+01  -1.16153018295e-01  -2.80686177045e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   1.7570246615489712e+09  -1.24001791294e+10   5.32609476139e+09   1.28706184230e+09   1.03257156531e+01  -1.70294279591e-01  -4.11519657541e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   1.9736158400889616e+09  -1.01458004377e+10   5.28099899246e+09   1.27616435624e+09   1.04996054323e+01  -2.52742823242e-01  -6.10758272777e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.1758029976563172e+09  -8.00197926648e+09   5.21814355992e+09   1.26097521064e+09   1.07174296362e+01  -3.80033537213e-01  -9.18358922353e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.3583495196612191e+09  -6.02275398684e+09   5.13252837475e+09   1.24028612363e+09   1.09789857956e+01  -5.75457065873e-01  -1.39060393130e-01   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.5165273889622388e+09  -4.26417660799e+09   5.02074327889e+09   1.21327302344e+09   1.12656571635e+01  -8.62510489101e-01  -2.08427448035e-01   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.6462394687752204e+09  -2.78579826218e+09   4.88610277131e+09   1.18073686561e+09   1.15307437627e+01  -1.24068208424e+00  -2.99813398107e-01   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.7441248650779300e+09  -1.64768841030e+09   4.74555685993e+09   1.14677365472e+09   1.17172818138e+01  -1.65136834824e+00  -3.99056585327e-01   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.8076404730084939e+09  -9.00408667855e+08   4.63035085350e+09   1.11893388439e+09   1.18072010923e+01  -1.98508209255e+00  -4.79699203567e-01   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.8349356517701011e+09  -5.77759908420e+08   4.57401754153e+09   1.10532082275e+09   1.18326737494e+01  -2.14407790000e+00  -5.18120870102e-01   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
# Flyby of Body 8 (Wakonyingo) at t=89.833690 years, v_inf=17.356714 km/s, E_final=68.045235 km²/s²
#    body_id   flag                epoch (s)              x (km)              y (km)              z (km)           vx (km/s)           vy (km/s)           vz (km/s)             v_inf_x             v_inf_y             v_inf_z
