# GTOC13 Solution File
# Created: 2025-11-12 23:25:35
# Units: epoch(s), position(km), velocity(km/s)
# Approximate Objective J: 14.519799
#
# Propagated Arc: Body 0 (heliocentric) from t=0.000000 years to t=33.926261 years
# control: N/A
#    body_id   flag                epoch (s)              x (km)              y (km)              z (km)           vx (km/s)           vy (km/s)           vz (km/s)                  cx                  cy                  cz
           0      1   1.0790487832399139e-01  -2.99195741382e+10  -2.00074365384e+09   1.00755541282e+08   2.65245258655e+01  -7.52795824108e-30   1.41014242655e-28   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   1.0308196851470999e+07  -2.96461458574e+10  -2.00074323546e+09   1.00755520213e+08   2.65261342095e+01   1.05825384181e-04  -5.32926536794e-06   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   3.4295267555561408e+07  -2.90098155872e+10  -2.00073705138e+09   1.00755208788e+08   2.65299942275e+01   3.76951156211e-04  -1.89829005369e-05   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   7.1262306028654009e+07  -2.80289654718e+10  -2.00071619748e+09   1.00754158606e+08   2.65362818506e+01   8.02945490658e-04  -4.04355687325e-05   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   1.2024889264922224e+08  -2.67288255069e+10  -2.00065922371e+09   1.00751289461e+08   2.65453220865e+01   1.48811337709e-03  -7.49399697010e-05   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   1.7998576455154040e+08  -2.51427319970e+10  -2.00054557686e+09   1.00745566314e+08   2.65575963181e+01   2.40139125635e-03  -1.20931772244e-04   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.4892561213836220e+08  -2.33113097622e+10  -2.00033187852e+09   1.00734804670e+08   2.65738220186e+01   3.78874097784e-03  -1.90797380397e-04   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   3.2528286985884577e+08  -2.12814212626e+10  -1.99997775511e+09   1.00716971353e+08   2.65950085924e+01   5.63532347102e-03  -2.83789512731e-04   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   4.0707989712182522e+08  -1.91049384680e+10  -1.99940503044e+09   1.00688129485e+08   2.66226343626e+01   8.44992863007e-03  -4.25530342822e-04   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   4.9219817859437692e+08  -1.68373894649e+10  -1.99853090938e+09   1.00644109582e+08   2.66588215075e+01   1.24060798428e-02  -6.24758342906e-04   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   5.7843318521206188e+08  -1.45364984551e+10  -1.99720854627e+09   1.00577516638e+08   2.67067297004e+01   1.86392674407e-02  -9.38655722579e-04   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   6.6355146668461359e+08  -1.22606794019e+10  -1.99525277137e+09   1.00479025681e+08   2.67710791712e+01   2.81799312928e-02  -1.41911445039e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   7.4534849394759309e+08  -1.00675111529e+10  -1.99235282353e+09   1.00332987074e+08   2.68590602129e+01   4.41694556350e-02  -2.22433163894e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   8.2170575166807663e+08  -8.01227794929e+09  -1.98805757285e+09   1.00116682349e+08   2.69816431252e+01   7.13454133348e-02  -3.59288693719e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   8.9064559925489819e+08  -6.14666277043e+09  -1.98163686953e+09   9.97933418559e+07   2.71549240579e+01   1.20872164175e-01  -6.08700685069e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   9.5038247115721655e+08  -4.51781588926e+09  -1.97202686470e+09   9.93093911826e+07   2.73995846639e+01   2.13271312785e-01  -1.07401398067e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   9.9936905777778471e+08  -3.16818299770e+09  -1.95792819457e+09   9.85993956081e+07   2.77292233451e+01   3.86135227785e-01  -1.94454016180e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   1.0363360962508773e+09  -2.13646211074e+09  -1.93898659194e+09   9.76455145739e+07   2.81130365190e+01   6.74876511736e-01  -3.39861371586e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
