# GTOC13 Solution File
# Created: 2025-11-11 16:01:20
# Units: epoch(s), position(km), velocity(km/s)
# Approximate Objective J: 42.271644
#
# Propagated Arc: Body 0 (heliocentric) from t=-0.000000 years to t=25.147065 years
# control: radial
#    body_id   flag                epoch (s)              x (km)              y (km)              z (km)           vx (km/s)           vy (km/s)           vz (km/s)                  cx                  cy                  cz
           0      1  -3.1446068807959243e-01  -2.99195741382e+10   3.87492342538e+09  -2.27407655869e+09   1.20555314826e+01  -2.39791680053e-25   7.32157035109e-27   9.88912106278e-01  -1.28075308444e-01   7.51635644647e-02
           0      1   7.6407147088829996e+06  -2.98274570838e+10   3.87492288425e+09  -2.27407624112e+09   1.20566251186e+01  -1.41856937612e-04   8.32515900566e-05   9.88844660915e-01  -1.28462067510e-01   7.53905417826e-02
           0      1   2.5420582134205900e+07  -2.96130690905e+10   3.87491739333e+09  -2.27407301866e+09   1.20591954547e+01  -4.76980951224e-04   2.79925841376e-04   9.88685327427e-01  -1.29371054384e-01   7.59239989673e-02
           0      1   5.2821553735390879e+07  -2.92825803722e+10   3.87489709368e+09  -2.27406110541e+09   1.20632278495e+01  -1.00760202762e-03   5.91331466451e-04   9.88433045573e-01  -1.30797091203e-01   7.67608972867e-02
           0      1   8.9131740438775063e+07  -2.88444632931e+10   3.87484733779e+09  -2.27403190516e+09   1.20687087420e+01  -1.73837841279e-03   1.02020225039e-03   9.88085600609e-01  -1.32735382181e-01   7.78984222373e-02
           0      1   1.3341033018110640e+08  -2.83099259366e+10   3.87474982417e+09  -2.27397467734e+09   1.20756137573e+01  -2.67471331496e-03   1.56970917436e-03   9.87640423598e-01  -1.35177307290e-01   7.93315149820e-02
           0      1   1.8451041512005803e+08  -2.76926507929e+10   3.87458415615e+09  -2.27387745174e+09   1.20839015170e+01  -3.82166430557e-03   2.24282037564e-03   9.87095109937e-01  -1.38108233198e-01   8.10515876575e-02
           0      1   2.4110848563810182e+08  -2.70084556653e+10   3.87432981787e+09  -2.27372818821e+09   1.20935058972e+01  -5.18241970710e-03   3.04140698524e-03   9.86448143749e-01  -1.41504775559e-01   8.30449166900e-02
           0      1   3.0173866088802487e+08  -2.62748991368e+10   3.87396853455e+09  -2.27351616185e+09   1.21043266805e+01  -6.75623316912e-03   3.96503099244e-03   9.85699879884e-01  -1.45331492970e-01   8.52907025821e-02
           0      1   3.6483063984297138e+08  -2.55108415878e+10   3.87348693634e+09  -2.27323352628e+09   1.21162189683e+01  -8.53576483008e-03   5.00938485222e-03   9.84853808053e-01  -1.49537142731e-01   8.77588725266e-02
           0      1   4.2875036576527107e+08  -2.47359722818e+10   3.87287937061e+09  -2.27287696414e+09   1.21289821737e+01  -1.05038725306e-02   6.16440834438e-03   9.83918078432e-01  -1.54050788258e-01   9.04077959658e-02
