# GTOC13 Solution File
# Created: 2025-11-12 22:50:14
# Units: epoch(s), position(km), velocity(km/s)
# Approximate Objective J: 13.672490
#
# Propagated Arc: Body 0 (heliocentric) from t=-0.000000 years to t=75.594217 years
# control: N/A
#    body_id   flag                epoch (s)              x (km)              y (km)              z (km)           vx (km/s)           vy (km/s)           vz (km/s)                  cx                  cy                  cz
           0      1  -3.0997101841096752e-01  -2.99195741382e+10   5.42048817105e+09   8.77524200200e+08   1.27675573493e+01  -1.93746746300e-34   1.07415799167e-29   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.2968639631814051e+07  -2.96262812511e+10   5.42048112016e+09   8.77523058728e+08   1.27709926572e+01  -6.24644876530e-04  -1.01123916959e-04   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   7.6416435009242237e+07  -2.89434816495e+10   5.42040703748e+09   8.77511065464e+08   1.27792351980e+01  -2.15330601466e-03  -3.48599255024e-04   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   1.5878608874451232e+08  -2.78903115074e+10   5.42012654933e+09   8.77465657168e+08   1.27927010625e+01  -4.71709702833e-03  -7.63652030302e-04   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   2.6793760166719350e+08  -2.64929299549e+10   5.41940465035e+09   8.77348788759e+08   1.28120729688e+01  -8.58956690932e-03  -1.39056715822e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   4.0104281260811448e+08  -2.47858523944e+10   5.41790312965e+09   8.77105707194e+08   1.28384971253e+01  -1.41672675869e-02  -2.29354253083e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   5.5465401893783128e+08  -2.28110987296e+10   5.41513551794e+09   8.76657657834e+08   1.28734892481e+01  -2.21614733126e-02  -3.58772651655e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   7.2479263805358756e+08  -2.06170291141e+10   5.41043798843e+09   8.75897173595e+08   1.29194436562e+01  -3.36221784204e-02  -5.44310296347e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   9.0705210731375539e+08  -1.82570646231e+10   5.40286354616e+09   8.74670945221e+08   1.29795102377e+01  -5.04144463867e-02  -8.16160746928e-03   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   1.0967119681256671e+09  -1.57881858556e+10   5.39107552822e+09   8.72762580017e+08   1.30585564334e+01  -7.55606014646e-02  -1.22325248713e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
           0      1   1.2888601068013592e+09  -1.32694470280e+10   5.37309055219e+09   8.69850987701e+08   1.31630531127e+01  -1.14563355025e-01  -1.85466905043e-02   0.00000000000e+00   0.00000000000e+00   0.00000000000e+00
