# GTOC13 Solution File
# Created: 2025-11-13 13:20:17
# Units: epoch(s), position(km), velocity(km/s)
# Approximate Objective J: 37.005695
#
# Propagated Arc: Body 0 (heliocentric) from t=23.086548 years to t=40.089714 years
# control: radial
#    body_id   flag                epoch (s)              x (km)              y (km)              z (km)           vx (km/s)           vy (km/s)           vz (km/s)                  cx                  cy                  cz
           0      1   7.2855604759218109e+08  -2.99195741382e+10   3.12310596123e+09  -2.92312095703e+09   1.74882761516e+01  -3.92930215397e-29   1.20931513600e-30   9.89933547412e-01  -1.03332599216e-01   9.67157983314e-02
           0      1   7.3372231057540059e+08  -2.98292231904e+10   3.12310576123e+09  -2.92312076984e+09   1.74890178708e+01  -7.75403957317e-05   7.25751731110e-05   9.89873399541e-01  -1.03639283439e-01   9.70028443330e-02
           0      1   7.4574415285656941e+08  -2.96189625231e+10   3.12310373206e+09  -2.92311887061e+09   1.74907608273e+01  -2.60674750101e-04   2.43982700059e-04   9.89731342728e-01  -1.04359956828e-01   9.76773701140e-02
           0      1   7.6427129656693673e+08  -2.92948834508e+10   3.12309623210e+09  -2.92311185090e+09   1.74934944135e+01  -5.50505289471e-04   5.15254227230e-04   9.89506521979e-01  -1.05490233324e-01   9.87352704710e-02
           0      1   7.8882239851307237e+08  -2.88653535126e+10   3.12307785544e+09  -2.92309465098e+09   1.74972083686e+01  -9.49390322132e-04   8.88597050975e-04   9.89197107960e-01  -1.07025870346e-01   1.00172574494e-01
           0      1   8.1876132941627753e+08  -2.83414362111e+10   3.12304185632e+09  -2.92306095702e+09   1.75018847227e+01  -1.46001961739e-03   1.36652870388e-03   9.88801014225e-01  -1.08959437764e-01   1.01982327833e-01
           0      1   8.5331260851161373e+08  -2.77366274829e+10   3.12298073076e+09  -2.92300374557e+09   1.75074936315e+01  -2.08481563028e-03   1.95131652147e-03   9.88316361682e-01  -1.11278595616e-01   1.04152980704e-01
           0      1   8.9158134589361036e+08  -2.70665145144e+10   3.12288695157e+09  -2.92291597144e+09   1.75139881977e+01  -2.82510375984e-03   2.64420103215e-03   9.87742122223e-01  -1.13963952890e-01   1.06666383778e-01
           0      1   9.3257638747058475e+08  -2.63483792945e+10   3.12275384270e+09  -2.92279138606e+09   1.75212982625e+01  -3.67999779162e-03   3.44435276935e-03   9.87078983282e-01  -1.16986500522e-01   1.09495385559e-01
           0      1   9.7523597553494394e+08  -2.56007583304e+10   3.12257656086e+09  -2.92262545630e+09   1.75293234394e+01  -4.64497955258e-03   4.34754287677e-03   9.86330449593e-01  -1.20304730954e-01   1.12601136384e-01
           0      1   1.0184552440092968e+09  -2.48429696811e+10   3.12235312501e+09  -2.92241632794e+09   1.75379259624e+01  -5.71020437476e-03   5.34455708005e-03   9.85504157639e-01  -1.23861681023e-01   1.15930320671e-01
           0      1   1.0611148320736560e+09  -2.40946189210e+10   3.12208539701e+09  -2.92216574364e+09   1.75469243136e+01  -6.85865428034e-03   6.41946713074e-03   9.84613308217e-01  -1.27582297166e-01   1.19412690835e-01
           0      1   1.1021098736506302e+09  -2.33750959841e+10   3.12177987403e+09  -2.92187978452e+09   1.75560890417e+01  -8.06439197401e-03   7.54799660262e-03   9.83678020815e-01  -1.31371706452e-01   1.22959449041e-01
           0      1   1.1403786110326266e+09  -2.27030749901e+10   3.12144811395e+09  -2.92156926837e+09   1.75651425743e+01  -9.29132548480e-03   8.69636463842e-03   9.82726291877e-01  -1.35115138881e-01   1.26463174474e-01
           0      1   1.1749298901279631e+09  -2.20960291641e+10   3.12110659762e+09  -2.92124962070e+09   1.75737649767e+01  -1.04930307415e-02   9.82111988642e-03   9.81794132427e-01  -1.38680308641e-01   1.29800052111e-01
           0      1   1.2048688210311682e+09  -2.15697729249e+10   3.12077585846e+09  -2.92094006009e+09   1.75816072819e+01  -1.16142185842e-02   1.08705135735e-02   9.80924430111e-01  -1.41922925713e-01   1.32835031403e-01
           0      1   1.2294199229773037e+09  -2.11380432987e+10   3.12047880260e+09  -2.92066202591e+09   1.75883129972e+01  -1.25942773787e-02   1.17878152715e-02   9.80164201209e-01  -1.44695588410e-01   1.35430149384e-01
